Time_s,Current_A
231,15.0
232,15.0
233,15.0
234,15.0
235,15.0
236,15.0
237,15.0
238,15.0
239,15.0
240,15.0
241,15.0
242,15.0
243,15.0
244,15.0
245,15.0
246,15.0
247,15.0
248,15.0
249,15.0
250,15.0
251,15.0
252,15.0
253,15.0
254,15.0
255,15.0
256,15.0
257,15.0
258,15.0
259,15.0
260,15.0
261,15.0
262,15.0
263,15.0
264,15.0
265,15.0
266,15.0
267,15.0
268,15.0
269,15.0
270,15.0
271,15.0
272,15.0
273,15.0
274,15.0
275,15.0
276,15.0
277,15.0
278,15.0
279,15.0
280,15.0
281,15.0
282,15.0
283,15.0
284,15.0
285,15.0
286,15.0
287,15.0
288,15.0
289,15.0
290,15.0
291,15.0
292,15.0
293,15.0
294,15.0
295,15.0
296,15.0
297,15.0
298,15.0
299,15.0
300,15.0
301,15.0
302,15.0
303,15.0
304,15.0
305,15.0
306,15.0
307,15.0
308,15.0
309,15.0
310,15.0
311,15.0
312,15.0
313,15.0
314,15.0
315,15.0
316,15.0
317,15.0
318,15.0
319,15.0
320,15.0
321,15.0
322,15.0
323,15.0
324,15.0
325,15.0
326,15.0
327,15.0
328,15.0
329,15.0
330,15.0
331,15.0
332,15.0
333,15.0
334,15.0
335,15.0
336,15.0
337,15.0
338,15.0
339,15.0
340,15.0
341,15.0
342,15.0
343,15.0
344,15.0
345,15.0
346,15.0
347,15.0
348,15.0
349,15.0
350,15.0
351,15.0
352,15.0
353,15.0
354,15.0
355,15.0
356,15.0
357,15.0
358,15.0
359,15.0
360,15.0
361,15.0
362,15.0
363,15.0
364,15.0
365,15.0
366,15.0
367,15.0
368,15.0
369,15.0
370,15.0
371,15.0
372,15.0
373,15.0
374,15.0
375,15.0
376,15.0
377,15.0
378,15.0
379,15.0
380,15.0
381,15.0
382,15.0
383,15.0
384,15.0
385,15.0
386,15.0
387,15.0
388,15.0
389,15.0
390,15.0
391,15.0
392,15.0
393,15.0
394,15.0
395,15.0
396,15.0
397,15.0
398,15.0
399,15.0
400,15.0
401,15.0
402,15.0
403,15.0
404,15.0
405,15.0
406,15.0
407,15.0
408,15.0
409,15.0
410,15.0
411,15.0
412,15.0
413,15.0
414,15.0
415,15.0
416,15.0
417,15.0
418,15.0
419,15.0
420,15.0
421,15.0
422,15.0
423,15.0
424,15.0
425,15.0
426,15.0
427,15.0
428,15.0
429,15.0
430,15.0
431,15.0
432,15.0
433,15.0
434,15.0
435,15.0
436,15.0
437,15.0
438,15.0
439,15.0
440,15.0
441,15.0
442,15.0
443,15.0
444,15.0
445,15.0
446,15.0
447,15.0
448,15.0
449,15.0
450,15.0
451,15.0
452,15.0
453,15.0
454,15.0
455,15.0
456,15.0
457,15.0
458,15.0
459,15.0
460,15.0
461,15.0
462,15.0
463,15.0
464,15.0
465,15.0
466,15.0
467,15.0
468,15.0
469,15.0
470,15.0
471,15.0
472,15.0
473,15.0
474,15.0
475,15.0
476,15.0
477,15.0
478,15.0
479,15.0
480,15.0
481,15.0
482,15.0
483,15.0
484,15.0
485,15.0
486,15.0
487,15.0
488,15.0
489,15.0
490,15.0
491,15.0
492,15.0
493,15.0
494,15.0
495,15.0
496,15.0
497,15.0
498,15.0
499,15.0
500,15.0
501,15.0
502,15.0
503,15.0
504,15.0
505,15.0
506,15.0
507,15.0
508,15.0
509,15.0
510,15.0
511,15.0
512,15.0
513,15.0
514,15.0
515,15.0
516,15.0
517,15.0
518,15.0
519,15.0
520,15.0
521,15.0
522,15.0
523,15.0
524,15.0
525,15.0
526,15.0
527,15.0
528,15.0
529,15.0
530,15.0
531,15.0
532,15.0
533,15.0
534,15.0
535,15.0
536,15.0
537,15.0
538,15.0
539,15.0
540,15.0
541,15.0
542,15.0
543,15.0
544,15.0
545,15.0
546,15.0
547,15.0
548,15.0
549,15.0
550,15.0
551,15.0
552,15.0
553,15.0
554,15.0
555,15.0
556,15.0
557,15.0
558,15.0
559,15.0
560,15.0
561,15.0
562,15.0
563,15.0
564,15.0
565,15.0
566,15.0
567,15.0
568,15.0
569,15.0
570,15.0
571,15.0
572,15.0
573,15.0
574,15.0
575,15.0
576,15.0
577,15.0
578,15.0
579,15.0
580,15.0
581,15.0
582,15.0
583,15.0
584,15.0
585,15.0
586,15.0
587,15.0
588,15.0
589,15.0
590,15.0
591,15.0
592,15.0
593,15.0
594,15.0
595,15.0
596,15.0
597,15.0
598,15.0
599,15.0
600,15.0
601,15.0
602,15.0
603,15.0
604,15.0
605,15.0
606,15.0
607,15.0
608,15.0
609,15.0
610,15.0
611,15.0
612,15.0
613,15.0
614,15.0
615,15.0
616,15.0
617,15.0
618,15.0
619,15.0
620,15.0
621,15.0
622,15.0
623,15.0
624,15.0
625,15.0
626,15.0
627,15.0
628,15.0
629,15.0
630,15.0
631,15.0
632,15.0
633,15.0
634,15.0
635,15.0
636,15.0
637,15.0
638,15.0
639,15.0
640,15.0
641,15.0
642,15.0
643,15.0
644,15.0
645,15.0
646,15.0
647,15.0
648,15.0
649,15.0
650,15.0
651,15.0
652,15.0
653,15.0
654,15.0
655,15.0
656,15.0
657,15.0
658,15.0
659,15.0
660,15.0
661,15.0
662,15.0
663,15.0
664,15.0
665,15.0
666,15.0
667,15.0
668,15.0
669,15.0
670,15.0
671,15.0
672,15.0
673,15.0
674,15.0
675,15.0
676,15.0
677,15.0
678,15.0
679,15.0
680,15.0
681,15.0
682,15.0
683,15.0
684,15.0
685,15.0
686,15.0
687,15.0
688,15.0
689,15.0
690,15.0
691,15.0
692,15.0
693,15.0
694,15.0
695,15.0
696,15.0
697,15.0
698,15.0
699,15.0
700,15.0
701,15.0
702,15.0
703,15.0
704,15.0
705,15.0
706,15.0
707,15.0
708,15.0
709,15.0
710,15.0
711,15.0
712,15.0
713,15.0
714,15.0
715,15.0
716,15.0
717,15.0
718,15.0
719,15.0
720,15.0
721,15.0
722,15.0
723,15.0
724,15.0
725,15.0
726,15.0
727,15.0
728,15.0
729,15.0
730,15.0
731,15.0
732,15.0
733,15.0
734,15.0
735,15.0
736,15.0
737,15.0
738,15.0
739,15.0
740,15.0
741,15.0
742,15.0
743,15.0
744,15.0
745,15.0
746,15.0
747,15.0
748,15.0
749,15.0
750,15.0
751,15.0
752,15.0
753,15.0
754,15.0
755,15.0
756,15.0
757,15.0
758,15.0
759,15.0
760,15.0
761,15.0
762,15.0
763,15.0
764,15.0
765,15.0
766,15.0
767,15.0
768,15.0
769,15.0
770,15.0
771,15.0
772,15.0
773,15.0
774,15.0
775,15.0
776,15.0
777,15.0
778,15.0
779,15.0
780,15.0
781,15.0
782,15.0
783,15.0
784,15.0
785,15.0
786,15.0
787,15.0
788,15.0
789,15.0
790,15.0
791,15.0
792,15.0
793,15.0
794,15.0
795,15.0
796,15.0
797,15.0
798,15.0
799,15.0
800,15.0
801,15.0
802,15.0
803,15.0
804,15.0
805,15.0
806,15.0
807,15.0
808,15.0
809,15.0
810,15.0
811,15.0
812,15.0
813,15.0
814,15.0
815,15.0
816,15.0
817,15.0
818,15.0
819,15.0
820,15.0
821,15.0
822,15.0
823,15.0
824,15.0
825,15.0
826,15.0
827,15.0
828,15.0
829,15.0
830,15.0
831,15.0
832,15.0
833,15.0
834,15.0
835,15.0
836,15.0
837,15.0
838,15.0
839,15.0
840,15.0
841,15.0
842,15.0
843,15.0
844,15.0
845,15.0
846,15.0
847,15.0
848,15.0
849,15.0
850,15.0
851,15.0
852,15.0
853,15.0
854,15.0
855,15.0
856,15.0
857,15.0
858,15.0
859,15.0
860,15.0
861,15.0
862,15.0
863,15.0
864,15.0
865,15.0
866,15.0
867,15.0
868,15.0
869,15.0
870,15.0
871,15.0
872,15.0
873,15.0
874,15.0
875,15.0
876,15.0
877,15.0
878,15.0
879,15.0
880,15.0
881,15.0
882,15.0
883,15.0
884,15.0
885,15.0
886,15.0
887,15.0
888,15.0
889,15.0
890,15.0
891,15.0
892,15.0
893,15.0
894,15.0
895,15.0
896,15.0
897,15.0
898,15.0
899,15.0
900,15.0
901,14.943420354610854
902,14.887054126306532
903,14.830900510082838
904,14.774958703972024
905,14.719227909031359
906,14.66370732933169
907,14.608396171946104
908,14.55329364693858
909,14.49839896735272
910,14.443711349200509
911,14.389230011451113
912,14.33495417601973
913,14.280883067756474
914,14.227015914435304
915,14.173351946743008
916,14.119890398268188
917,14.066630505490348
918,14.013571507768962
919,13.96071264733263
920,13.90805316926824
921,13.8555923215102
922,13.803329354829692
923,13.75126352282397
924,13.699394081905698
925,13.64772029129234
926,13.596241412995568
927,13.544956711810734
928,13.493865455306363
929,13.442966913813692
930,13.39226036041625
931,13.341745070939487
932,13.291420323940411
933,13.241285400697302
934,13.191339585199442
935,13.141582164136882
936,13.09201242689027
937,13.042629665520685
938,12.993433174759547
939,12.944422251998516
940,12.895596197279486
941,12.846954313284575
942,12.798495905326162
943,12.750220281336976
944,12.702126751860206
945,12.654214630039657
946,12.606483231609939
947,12.558931874886692
948,12.511559880756858
949,12.46436657266897
950,12.417351276623508
951,12.370513321163255
952,12.323852037363713
953,12.277366758823558
954,12.231056821655109
955,12.18492156447486
956,12.138960328394026
957,12.093172457009128
958,12.04755729639264
959,12.002114195083617
960,11.956842504078427
961,11.911741576821452
962,11.866810769195872
963,11.822049439514458
964,11.777456948510416
965,11.733032659328238
966,11.688775937514635
967,11.64468615100945
968,11.60076267013665
969,11.55700486759532
970,11.513412118450706
971,11.469983800125306
972,11.426719292389949
973,11.383617977354968
974,11.340679239461352
975,11.297902465471967
976,11.255287044462797
977,11.212832367814213
978,11.170537829202289
979,11.128402824590134
980,11.086426752219277
981,11.044609012601057
982,11.002949008508075
983,10.96144614496566
984,10.920099829243366
985,10.878909470846525
986,10.837874481507782
987,10.796994275178731
988,10.756268268021515
989,10.715695878400503
990,10.675276526873981
991,10.635009636185874
992,10.594894631257505
993,10.554930939179378
994,10.515117989202997
995,10.475455212732722
996,10.435942043317636
997,10.396577916643462
998,10.35736227052451
999,10.318294544895629
1000,10.279374181804233
1001,10.240600625402312
1002,10.201973321938503
1003,10.163491719750184
1004,10.125155269255583
1005,10.08696342294595
1006,10.048915635377712
1007,10.011011363164705
1008,9.973250064970399
1009,9.93563120150018
1010,9.898154235493632
1011,9.86081863171688
1012,9.823623856954933
1013,9.786569380004075
1014,9.749654671664281
1015,9.712879204731655
1016,9.6762424539909
1017,9.63974389620782
1018,9.603383010121846
1019,9.567159276438591
1020,9.531072177822432
1021,9.495121198889128
1022,9.459305826198454
1023,9.423625548246868
1024,9.388079855460209
1025,9.352668240186414
1026,9.317390196688276
1027,9.282245221136215
1028,9.247232811601084
1029,9.212352468047
1030,9.177603692324205
1031,9.14298598816195
1032,9.108498861161408
1033,9.074141818788611
1034,9.03991437036742
1035,9.00581602707251
1036,8.971846301922401
1037,8.938004709772489
1038,8.904290767308126
1039,8.870703993037717
1040,8.837243907285842
1041,8.8039100321864
1042,8.770701891675795
1043,8.737619011486135
1044,8.704660919138444
1045,8.67182714393594
1046,8.63911721695728
1047,8.6065306710499
1048,8.574067040823312
1049,8.541725862642476
1050,8.50950667462117
1051,8.477409016615395
1052,8.445432430216805
1053,8.41357645874616
1054,8.381840647246804
1055,8.35022454247817
1056,8.318727692909292
1057,8.28734964871238
1058,8.256089961756379
1059,8.224948185600576
1060,8.193923875488217
1061,8.163016588340165
1062,8.132225882748566
1063,8.101551318970541
1064,8.070992458921921
1065,8.04054886617097
1066,8.010220105932168
1067,7.980005745059992
1068,7.949905352042734
1069,7.9199184969963445
1070,7.890044751658279
1071,7.860283689381392
1072,7.830634885127839
1073,7.8010979154630125
1074,7.771672358549486
1075,7.742357794140995
1076,7.713153803576437
1077,7.684059969773883
1078,7.655075877224634
1079,7.626201111987276
1080,7.597435261681773
1081,7.568777915483577
1082,7.54022866411776
1083,7.51178709985317
1084,7.483452816496606
1085,7.455225409387021
1086,7.427104475389736
1087,7.39908961289069
1088,7.371180421790699
1089,7.343376503499743
1090,7.315677460931278
1091,7.288082898496553
1092,7.260592422098978
1093,7.23320563912848
1094,7.205922158455903
1095,7.178741590427421
1096,7.151663546858975
1097,7.124687641030724
1098,7.0978134876815275
1099,7.07104070300344
1100,7.04436890463623
1101,7.01779771166192
1102,6.991326744599348
1103,6.964955625398742
1104,6.93868397743633
1105,6.91251142550895
1106,6.886437595828702
1107,6.860462116017605
1108,6.834584615102274
1109,6.8088047235086355
1110,6.7831220730566315
1111,6.757536296954976
1112,6.73204702979591
1113,6.706653907549983
1114,6.681356567560856
1115,6.65615464854012
1116,6.63104779056214
1117,6.606035635058907
1118,6.581117824814927
1119,6.556294003962114
1120,6.531563817974703
1121,6.506926913664198
1122,6.482382939174316
1123,6.457931543975976
1124,6.433572378862273
1125,6.409305095943511
1126,6.385129348642223
1127,6.361044791688222
1128,6.337051081113676
1129,6.313147874248188
1130,6.2893348297139084
1131,6.265611607420655
1132,6.241977868561055
1133,6.218433275605717
1134,6.194977492298395
1135,6.171610183651196
1136,6.148331015939794
1137,6.125139656698664
1138,6.102035774716331
1139,6.0790190400306425
1140,6.056089123924056
1141,6.033245698918943
1142,6.010488438772915
1143,5.98781701847416
1144,5.965231114236802
1145,5.942730403496282
1146,5.92031456490474
1147,5.89798327832644
1148,5.875736224833185
1149,5.853573086699771
1150,5.831493547399443
1151,5.80949729159938
1152,5.787584005156186
1153,5.765753375111411
1154,5.744005089687073
1155,5.7223388382812095
1156,5.700754311463444
1157,5.679251200970562
1158,5.657829199702109
1159,5.636488001716009
1160,5.615227302224191
1161,5.594046797588239
1162,5.5729461853150495
1163,5.551925164052522
1164,5.530983433585244
1165,5.510120694830211
1166,5.489336649832552
1167,5.468631001761275
1168,5.448003454905025
1169,5.427453714667867
1170,5.406981487565074
1171,5.3865864812189335
1172,5.366268404354578
1173,5.3460269667958205
1174,5.325861879461013
1175,5.305772854358914
1176,5.285759604584583
1177,5.265821844315272
1178,5.245959288806353
1179,5.226171654387249
1180,5.206458658457381
1181,5.18682001948213
1182,5.167255456988822
1183,5.147764691562717
1184,5.128347444843025
1185,5.109003439518922
1186,5.089732399325595
1187,5.070534049040296
1188,5.05140811447841
1189,5.032354322489541
1190,5.0133724009536085
1191,4.994462078776963
1192,4.975623085888513
1193,4.956855153235871
1194,4.938158012781509
1195,4.919531397498926
1196,4.900975041368843
1197,4.8824886793753945
1198,4.864072047502357
1199,4.84572488272936
1200,4.827446923028148
1201,4.809237907358826
1202,4.791097575666131
1203,4.773025668875733
1204,4.755021928890514
1205,4.737086098586898
1206,4.719217921811171
1207,4.701417143375827
1208,4.683683509055917
1209,4.666016765585425
1210,4.64841666065365
1211,4.630882942901597
1212,4.613415361918396
1213,4.596013668237719
1214,4.578677613334214
1215,4.56140694961997
1216,4.544201430440964
1217,4.527060810073551
1218,4.509984843720947
1219,4.492973287509738
1220,4.476025898486389
1221,4.45914243461379
1222,4.442322654767781
1223,4.425566318733719
1224,4.408873187203047
1225,4.392243021769868
1226,4.375675584927556
1227,4.359170640065346
1228,4.342727951464969
1229,4.326347284297275
1230,4.310028404618884
1231,4.293771079368853
1232,4.277575076365329
1233,4.2614401643022495
1234,4.245366112746031
1235,4.229352692132279
1236,4.213399673762515
1237,4.1975068298009
1238,4.181673933270989
1239,4.165900758052488
1240,4.150187078878023
1241,4.1345326713299215
1242,4.118937311837009
1243,4.1034007776714185
1244,4.087922846945405
1245,4.072503298608182
1246,4.057141912442757
1247,4.041838469062793
1248,4.026592749909475
1249,4.011404537248382
1250,3.9962736141663875
1251,3.981199764568552
1252,3.9661827731750434
1253,3.9512224255180577
1254,3.9363185079387604
1255,3.921470807584234
1256,3.9066791124044333
1257,3.891943211149165
1258,3.877262893365064
1259,3.8626379493925915
1260,3.8480681703630397
1261,3.833553348195546
1262,3.8190932755941276
1263,3.804687746044715
1264,3.7903365538122054
1265,3.776039493937525
1266,3.761796362234699
1267,3.7476069552879383
1268,3.733471070448732
1269,3.719388505832957
1270,3.705359060317991
1271,3.691382533539841
1272,3.6774587258902836
1273,3.66358743851401
1274,3.6497684733057936
1275,3.636001632907652
1276,3.6222867207060343
1277,3.6086235408290097
1278,3.5950118981434747
1279,3.5814515982523605
1280,3.56794244749186
1281,3.554484252928662
1282,3.5410768223571947
1283,3.5277199642968817
1284,3.514413487989407
1285,3.501157203395989
1286,3.4879509211946695
1287,3.4747944527776062
1288,3.4616876102483847
1289,3.448630206419328
1290,3.435622054808828
1291,3.4226629696386808
1292,3.4097527658314326
1293,3.396891259007739
1294,3.38407826548373
1295,3.3713136022683843
1296,3.3585970870609207
1297,3.345928538248192
1298,3.3333077749020923
1299,3.3207346167769694
1300,3.3082088843070565
1301,3.2957303986039013
1302,3.283298981453819
1303,3.2709144553153395
1304,3.2585766433166743
1305,3.246285369253194
1306,3.2340404575849058
1307,3.221841733433952
1308,3.2096890225821095
1309,3.197582151468301
1310,3.185520947186119
1311,3.1735052374813524
1312,3.161534850749533
1313,3.149609616033478
1314,3.13772936302085
1315,3.125893922041728
1316,3.1141031240661805
1317,3.1023568007018545
1318,3.090654784191567
1319,3.0789969074109123
1320,3.067383003865873
1321,3.0558129076904446
1322,3.044286453644265
1323,3.0328034771102534
1324,3.021363814092263
1325,3.009967301212733
1326,2.9986137757103637
1327,2.987303075437784
1328,2.976035038859239
1329,2.964809505048284
1330,2.9536263136854837
1331,2.9424853050561257
1332,2.931386320047936
1333,2.9203292001488093
1334,2.909313787444543
1335,2.898339924616585
1336,2.887407454939785
1337,2.876516222280154
1338,2.865666071092638
1339,2.8548568464188957
1340,2.8440883938850856
1341,2.833360559699659
1342,2.8226731906511655
1343,2.812026134106066
1344,2.8014192380065506
1345,2.7908523508683682
1346,2.7803253217786614
1347,2.7698380003938152
1348,2.7593902369373042
1349,2.7489818821975587
1350,2.73861278752583
1351,2.728282804834071
1352,2.7179917865928167
1353,2.707739585829081
1354,2.697526056124257
1355,2.6873510516120245
1356,2.6772144269762674
1357,2.6671160374489995
1358,2.6570557388082947
1359,2.64703338737623
1360,2.6370488400168317
1361,2.6271019541340315
1362,2.617192587669629
1363,2.6073205991012656
1364,2.5974858474404017
1365,2.5876881922303014
1366,2.5779274935440304
1367,2.568203611982453
1368,2.558516408672247
1369,2.5488657452639147
1370,2.5392514839298106
1371,2.52967348736217
1372,2.520131618771151
1373,2.5106257418828815
1374,2.5011557209375086
1375,2.4917214206872638
1376,2.482322706394529
1377,2.472959443829913
1378,2.463631499270338
1379,2.4543387394971217
1380,2.445081031794082
1381,2.43585824394564
1382,2.4266702442349284
1383,2.4175169014419144
1384,2.408398084841525
1385,2.3993136642017765
1386,2.390263509781918
1387,2.3812474923305795
1388,2.3722654830839227
1389,2.363317353763803
1390,2.3544029765759387
1391,2.3455222242080835
1392,2.3366749698282137
1393,2.327861087082709
1394,2.3190804500945537
1395,2.310332933461537
1396,2.301618412254462
1397,2.292936762015363
1398,2.2842878587557256
1399,2.275671578954717
1400,2.267087799557423
1401,2.2585363979730877
1402,2.2500172520733686
1403,2.241530240190584
1404,2.2330752411159818
1405,2.2246521340980068
1406,2.2162607988405756
1407,2.2079011155013575
1408,2.1995729646900672
1409,2.1912762274667528
1410,2.1830107853401035
1411,2.1747765202657554
1412,2.1665733146446033
1413,2.158401051321125
1414,2.1502596135817047
1415,2.142148885152967
1416,2.1340687502001203
1417,2.1260190933252954
1418,2.1179997995659017
1419,2.110010754392987
1420,2.1020518437095976
1421,2.094122953849152
1422,2.086223971573815
1423,2.078354784072883
1424,2.070515278961171
1425,2.0627053442774086
1426,2.0549248684826416
1427,2.047173740458636
1428,2.0394518495062948
1429,2.0317590853440746
1430,2.0240953381064113
1431,2.016460498342153
1432,2.008854457012992
1433,2.0012771054919116
1434,1.9937283355616353
1435,1.9862080394130772
1436,1.978716109643806
1437,1.9712524392565103
1438,1.9638169216574688
1439,1.9564094506550302
1440,1.9490299204580945
1441,1.9416782256746041
1442,1.9343542613100382
1443,1.9270579227659113
1444,1.9197891058382823
1445,1.9125477067162637
1446,1.9053336219805412
1447,1.8981467486018961
1448,1.8909869839397329
1449,1.8838542257406126
1450,1.8767483721367964
1451,1.869669321644786
1452,1.8626169731638778
1453,1.8555912259747167
1454,1.8485919797378596
1455,1.8416191344923398
1456,1.8346725906542436
1457,1.8277522490152835
1458,1.8208580107413836
1459,1.8139897773712683
1460,1.807147450815055
1461,1.8003309333528543
1462,1.7935401276333733
1463,1.7867749366725267
1464,1.7800352638520507
1465,1.7733210129181216
1466,1.7666320879799866
1467,1.759968393508587
1468,1.7533298343351993
1469,1.746716315650073
1470,1.7401277430010786
1471,1.7335640222923578
1472,1.727025059782979
1473,1.7205107620855997
1474,1.7140210361651316
1475,1.7075557893374145
1476,1.7011149292678882
1477,1.6946983639702777
1478,1.6883060018052776
1479,1.6819377514792437
1480,1.6755935220428897
1481,1.6692732228899874
1482,1.6629767637560733
1483,1.6567040547171594
1484,1.6504550061884484
1485,1.6442295289230564
1486,1.6380275340107346
1487,1.6318489328766024
1488,1.6256936372798816
1489,1.619561559312636
1490,1.613452611398516
1491,1.607366706291508
1492,1.6013037570746886
1493,1.5952636771589819
1494,1.589246380281926
1495,1.5832517805064372
1496,1.5772797922195847
1497,1.5713303301313681
1498,1.5654033092734987
1499,1.559498644998186
1500,1.5536162529769295
1501,1.5477560491993132
1502,1.5419179499718065
1503,1.5361018719165682
1504,1.530307731970259
1505,1.5245354473828492
1506,1.5187849357164422
1507,1.513056114844095
1508,1.5073489029486447
1509,1.501663218521541
1510,1.495998980361683
1511,1.4903561075742573
1512,1.4847345195695836
1513,1.4791341360619656
1514,1.4735548770685414
1515,1.4679966629081425
1516,1.4624594142001563
1517,1.4569430518633921
1518,1.4514474971149516
1519,1.4459726714691032
1520,1.4405184967361622
1521,1.435084895021373
1522,1.429671788723797
1523,1.424279100535207
1524,1.4189067534389765
1525,1.4135546707089872
1526,1.4082227759085284
1527,1.402910992889207
1528,1.3976192457898602
1529,1.3923474590354712
1530,1.3870955573360908
1531,1.3818634656857613
1532,1.3766511093614469
1533,1.3714584139219639
1534,1.3662853052069197
1535,1.3611317093356528
1536,1.3559975527061772
1537,1.3508827619941328
1538,1.345787264151737
1539,1.3407109864067417
1540,1.3356538562613927
1541,1.3306158014913985
1542,1.3255967501448935
1543,1.3205966305414134
1544,1.3156153712708711
1545,1.310652901192537
1546,1.3057091494340218
1547,1.300784045390266
1548,1.29587751872253
1549,1.2909894993573907
1550,1.2861199174857403
1551,1.2812687035617896
1552,1.2764357883020738
1553,1.2716211026844644
1554,1.2668245779471814
1555,1.2620461455878145
1556,1.2572857373623414
1557,1.2525432852841554
1558,1.2478187216230934
1559,1.243111978904468
1560,1.2384229899081072
1561,1.2337516876673897
1562,1.2290980054682907
1563,1.224461876848431
1564,1.2198432355961233
1565,1.2152420157494317
1566,1.2106581515952255
1567,1.2060915776682433
1568,1.2015422287501563
1569,1.197010039868638
1570,1.1924949462964372
1571,1.1879968835504504
1572,1.1835157873908042
1573,1.1790515938199357
1574,1.1746042390816798
1575,1.170173659660358
1576,1.1657597922798715
1577,1.1613625739027968
1578,1.1569819417294867
1579,1.1526178331971735
1580,1.1482701859790734
1581,1.1439389379834985
1582,1.139624027352969
1583,1.1353253924633304
1584,1.1310429719228725
1585,1.1267767045714536
1586,1.1225265294796272
1587,1.1182923859477694
1588,1.114074213505215
1589,1.1098719519093942
1590,1.105685541144968
1591,1.1015149214229756
1592,1.097360033179978
1593,1.0932208170772084
1594,1.0890972139997246
1595,1.0849891650555636
1596,1.0808966115749032
1597,1.0768194951092203
1598,1.0727577574304603
1599,1.0687113405302024
1600,1.064680186618832
1601,1.0606642381247158
1602,1.0566634376933797
1603,1.0526777281866886
1604,1.0487070526820317
1605,1.0447513544715088
1606,1.0408105770611202
1607,1.0368846641699605
1608,1.0329735597294152
1609,1.0290772078823585
1610,1.025195552982356
1611,1.0213285395928713
1612,1.0174761124864729
1613,1.0136382166440456
1614,1.009814797254005
1615,1.0060057997115155
1616,1.0022111696177085
1617,0.9984308527789079
1618,0.9946647952058537
1619,0.9909129431129328
1620,0.9871752429174098
1621,0.9834516412386625
1622,0.9797420848974189
1623,0.9760465209149977
1624,0.9723648965125524
1625,0.9686971591103168
1626,0.9650432563268541
1627,0.9614031359783102
1628,0.957776746077666
1629,0.9541640348339965
1630,0.9505649506517307
1631,0.9469794421299158
1632,0.9434074580614811
1633,0.9398489474325082
1634,0.9363038594215021
1635,0.9327721433986645
1636,0.9292537489251733
1637,0.9257486257524586
1638,0.9222567238214878
1639,0.9187779932620496
1640,0.9153123843920418
1641,0.9118598477167621
1642,0.9084203339282012
1643,0.9049937939043381
1644,0.9015801787084391
1645,0.8981794395883583
1646,0.894791527975843
1647,0.8914163954858375
1648,0.8880539939157935
1649,0.8847042752449823
1650,0.8813671916338075
1651,0.878042695423123
1652,0.8747307391335517
1653,0.8714312754648076
1654,0.86814425729502
1655,0.8648696376800616
1656,0.8616073698528766
1657,0.8583574072228133
1658,0.8551197033749591
1659,0.8518942120694775
1660,0.848680887240947
